title,total_sales,na_sales,pal_sales,other_sales,console,genre,publisher,developer,release_date
LEGO Jurassic World,5.68,2.5876748582230618,2.662835538752362,0.4294896030245746,"3DS, PC, PS3, PS4, PSV, WiiU, X360, XOne",Action,Warner Bros. Interactive Entertainment,Traveller's Tales,2015-06-12
The Lord of the Rings: The Return of the King,5.67,3.17925,1.974375,0.516375,"GBA, GC, PC, PS2, XB",Action,Electronic Arts,"Hypnos Entertainment, Inc.",2003-10-31
Cooking Mama,5.66,3.09,1.92,0.6499999999999999,"DS, Series",Simulation,Majesco,Office Create,2006-09-12
Tomb Raider,5.66,3.25,2.04,0.37,"NGage, PC, PS, PSN, SAT, Series",Action,Eidos Interactive,Core Design Ltd.,1996-11-14
Madden NFL 12,5.640000000000001,4.98,0.26,0.40000000000000036,"3DS, PS2, PS3, PSP, Wii, X360",Sports,EA Sports,EA Tiburon,2011-08-30
Saints Row: The Third,5.63,2.308705035971223,2.389712230215827,0.9315827338129498,"PC, PS3, X360",Action,THQ,Volition Inc.,2011-11-15
Star Wars Battlefront,5.6,3.291139240506329,1.832911392405063,0.4759493670886075,"PC, PS2, XB",Shooter,LucasArts,Pandemic Studios,2004-09-20
Star Wars Episode III: Revenge of the Sith,5.59,3.1044283121597096,2.0188929219600724,0.4666787658802177,"DS, GBA, PS2, XB",Action,LucasArts,The Collective,2005-05-04
Fight Night Round 3,5.55,4.039166666666667,1.1202777777777777,0.39055555555555554,"PS2, PS3, PSN, PSP, X360, XB, XBL",Fighting,EA Sports,EA Chicago,2006-02-20
NBA 2K12,5.55,4.606398537477148,0.5276051188299816,0.4159963436928702,"PC, PS2, PS3, PSP, Wii, X360",Sports,2K Sports,Visual Concepts,2011-10-04
Winning Eleven: Pro Evolution Soccer 2007,5.529999999999999,0.2,3.12,2.21,"DS, PC, PS2, PSP, X360",Sports,Konami,Konami Computer Entertainment Tokyo,2007-02-06
Skylanders Giants,5.5200000000000005,2.99,1.96,0.5700000000000003,"3DS, PS3, Wii, WiiU, X360",Misc,Activision,Toys for Bob,2012-10-21
LEGO Pirates of the Caribbean: The Video Game,5.51,2.42,2.43,0.6600000000000001,"3DS, DS, PC, PS3, PSN, PSP, Wii, X360",Action,Disney Interactive Studios,Traveller's Tales,2011-05-10
Forza Motorsport 3,5.5,2.99,1.9,0.61,X360,Racing,Microsoft Game Studios,Turn 10 Studios,2009-10-27
Sega Superstars Tennis,5.470000000000001,2.55,2.08,0.8400000000000007,"DS, PS2, PS3, Wii, X360, XBL",Sports,Sega,Sumo Digital,2008-03-18
Asteroids,5.459999999999999,4.64,0.69,0.129999999999999,"2600, 5200, 7800, GB, PC, PS",Shooter,Atari,Atari,1981-01-01
NBA 2K11,5.45,4.7546904315197,0.3578799249530957,0.3374296435272045,"PC, PS2, PS3, PSP, Wii, X360",Sports,2K Sports,Visual Concepts,2010-10-05
Fable III,5.43,3.7343866171003715,1.2717100371747212,0.423903345724907,"PC, X360, XBL",Role-Playing,Microsoft Game Studios,Lionhead Studios,2010-10-26
Mortal Kombat,5.3999999999999995,3.88,1.13,0.3899999999999997,"Arc, GB, GEN, GG, MS, PC, PS3, SCD, SNES, Series, X360",Fighting,Arena Entertainment,Probe Entertainment Limited,1992-08-09
Skylanders: Spyro's Adventure,5.38,2.6500000000000004,2.12,0.6099999999999994,"3DS, PC, PS3, Wii, X360",Action,Activision,Toys for Bob,2011-10-16
Need for Speed: Shift,5.37,1.5770631970260223,2.784814126394052,1.0081226765799256,"PC, PS3, PSN, PSP, X360, XBL",Racing,Electronic Arts,Slightly Mad Studios,2009-09-15
The LEGO Movie Videogame,5.35,2.4749015748031495,2.3590551181102364,0.5160433070866142,"3DS, PC, PS3, PS4, PSV, WiiU, X360, XOne",Action-Adventure,Warner Bros. Interactive Entertainment,TT Fusion,2014-02-07
Hot Shots Golf,5.35,0.9109907120743035,0.6128482972136222,3.826160990712074,PS,Sports,Sony Computer Entertainment,Camelot Software Planning,1998-05-05
MySims,5.34,2.4846529080675417,2.1640525328330202,0.691294559099437,"DS, PC, Wii",Simulation,Electronic Arts,EA Redwood Shores,2007-09-18
Resident Evil 6,5.33,2.168135593220339,1.5859510357815443,1.5759133709981168,"NS, PC, PS3, PS4, X360, XOne",Action,Capcom,Capcom,2012-10-02
Rock Band 2,5.3100000000000005,4.13,0.68,0.5000000000000009,"PS2, PS3, Wii, X360",Misc,MTV Games,Harmonix Music Systems,2008-09-14
Assassin's Creed Syndicate,5.3,1.81126213592233,2.840388349514563,0.6483495145631067,"PC, PS4, XOne",Action,Ubisoft,Ubisoft Quebec,2015-10-23
Mortal Kombat X,5.28,3.29,1.21,0.7800000000000002,"PC, PS4, XOne",Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,2015-04-07
Disney Infinity,5.28,3.23,1.48,0.5700000000000003,"3DS, PC, PS3, PSV, Wii, WiiU, X360",Misc,Disney Interactive Studios,Unknown,2013-08-18
The Incredibles,5.2700000000000005,2.7652471482889736,2.0238403041825097,0.48091254752851714,"GBA, GC, OSX, PC, PS2, XB",Action,THQ,Heavy Iron Studios,2004-10-26
Dragon Age: Inquisition,5.25,2.7842465753424657,1.7465753424657535,0.7191780821917807,"PC, PS3, PS4, X360, XOne",Role-Playing,Electronic Arts,BioWare Edmonton,2014-11-18
True Crime: Streets of LA,5.21,3.3283300970873784,1.5478252427184465,0.33384466019417475,"GC, PC, PS2, XB",Action,Activision,Luxoflux,2003-11-03
Need for Speed Rivals,5.2,1.984344422700587,2.5033268101761252,0.7123287671232876,"PC, PS3, PS4, X360, XOne",Racing,Electronic Arts,Ghost Games,2013-11-15
The Elder Scrolls V: Skyrim Special Edition,5.1899999999999995,2.450258964143426,2.098745019920319,0.6409960159362549,"PC, PS4, XOne",Role-Playing,Bethesda Softworks,Bethesda Softworks,2016-10-28
NBA Jam,5.1899999999999995,4.09,0.83,0.2699999999999996,"GB, GEN, GG, PS2, PS3, SCD, SNES, Series, Wii, X360, XB",Sports,Arena Entertainment,Iguana Entertainment,1993-01-01
Doom (2016),5.18,2.100834990059642,2.5127634194831012,0.5664015904572565,"NS, PC, PS4, XOne",Shooter,Bethesda Softworks,id Software,2016-05-13
LEGO Indiana Jones 2: The Adventure Continues,5.16,2.87,1.69,0.5999999999999996,"DS, OSX, PC, PS3, PSP, Wii, X360",Adventure,LucasArts,Traveller's Tales,2009-11-17
WWE SmackDown vs. Raw 2010,5.15,3.14197247706422,1.6418577981651379,0.3661697247706422,"DS, PS2, PS3, PSP, Wii, X360",Fighting,THQ,JAKKS Pacific,2009-10-20
James Bond 007: Agent Under Fire,5.1499999999999995,3.12822265625,1.5087890625,0.5129882812500001,"GC, PS2, XB",Shooter,Electronic Arts,EA Redwood Shores,2001-11-13
FIFA Soccer 06,5.13,1.2749706457925636,2.9715851272015654,0.8834442270058708,"DS, GBA, PC, PS2, PSP, XB",Sports,EA Sports,EA Canada,2005-10-04
Microsoft Flight Simulator,5.12,3.22,1.69,0.20999999999999996,"PC, Series",Simulation,Microsoft,Microsoft,1982-11-01
Mario & Sonic at the Olympic Games,5.1,1.63,2.46,1.01,"DS, Series, Wii",Sports,Sega,Sega,2007-11-06
Titanfall,5.08,3.0238095238095237,1.5824603174603176,0.4737301587301587,"PC, X360, XOne",Shooter,Electronic Arts,Respawn Entertainment,2014-03-11
James Bond 007: Nightfire,5.0600000000000005,2.751752988047809,1.7236254980079684,0.5846215139442232,"GBA, GC, PC, PS2, XB",Shooter,Electronic Arts,Eurocom Entertainment Software,2002-11-18
LEGO Harry Potter: Years 5-7,5.02,2.33,2.11,0.5800000000000001,"3DS, DS, OSX, PC, PS3, PSP, PSV, Wii, X360",Action,Warner Bros. Interactive,Traveller's Tales,2011-11-11
Warzone 2100,5.01,2.79,1.89,0.33000000000000007,PS,Strategy,Eidos Interactive,Pumpkin Studios,1999-05-31
The Sims: Bustin' Out,4.98,2.83,1.88,0.27000000000000046,"GBA, GC, NGage, PS2, XB",Simulation,Electronic Arts,Maxis,2003-12-02
Uncharted: Drake's Fortune,4.97,2.32,1.73,0.92,PS3,Action,Sony Computer Entertainment,Naughty Dog,2007-11-16
Mass Effect 2,4.95,2.8198770491803278,1.6128073770491804,0.5173155737704919,"PC, PS3, PSN, X360",Role-Playing,Electronic Arts,BioWare Edmonton,2010-01-26
Wall-E,4.92,2.329874055415617,2.3794458438287154,0.21068010075566754,"DS, PC, PS2, PS3, PSP, Wii, X360",Platform,THQ,Heavy Iron Studios,2008-06-24
Guitar Hero 5,4.9,2.38,1.54,0.9800000000000004,"PS2, PS3, Wii, X360",Misc,Activision,Vicarious Visions,2009-09-01
Midnight Club: Los Angeles,4.9,3.303258655804481,0.9879837067209777,0.6087576374745418,"PS3, X360, XBL",Racing,Rockstar Games,Rockstar San Diego,2008-10-20
FIFA Soccer 2005,4.890000000000001,1.0911570247933886,3.162334710743802,0.6365082644628101,"GBA, GC, GIZ, NGage, PC, PS, PS2, XB",Sports,EA Sports,EA Canada,2004-10-09
WWE SmackDown vs. Raw 2009,4.86,3.3739849624060154,1.3276691729323309,0.15834586466165415,"DS, PS2, PS3, PSN, PSP, Wii, X360, XBL",Sports,THQ,Yuke's Media Creations,2008-11-09
Enter the Matrix,4.83,2.834132231404958,1.6366115702479338,0.3592561983471074,"GC, PC, PS2, XB",Action,Atari,Shiny Entertainment,2003-05-14
Crazy Taxi,4.82,2.59,1.7200000000000002,0.51,"DC, GC, PC, PS2, PSN, XBL",Racing,Acclaim Entertainment,Hitmaker,2000-01-24
Saints Row 2,4.79,2.8659832635983267,1.3628451882845192,0.561171548117155,"PC, PS3, PSN, X360, XBL",Action,THQ,Volition Inc.,2008-10-14
Crash Team Racing,4.79,2.57,1.57,0.65,"PS, PSN",Racing,Sony Computer Entertainment,Naughty Dog,1999-09-30
Grand Theft Auto: Episodes from Liberty City,4.78,1.7071428571428575,2.299621848739496,0.7732352941176471,"DS, PC, PS3, X360",Adventure,Rockstar Games,Rockstar North,2009-06-16
Tom Clancy's Ghost Recon Wildlands,4.7700000000000005,2.1211496746203906,1.9349023861171373,0.713947939262473,"PC, PS4, XOne",Shooter,Ubisoft,Ubisoft Paris,2017-03-07
Skate 3,4.74,2.26,1.92,0.5600000000000005,"PS3, X360",Sports,EA Sports,EA Black Box,2010-05-11
Driver 2,4.73,2.36,2.1,0.27,PS,Action,Atari,Reflections Interactive,2000-11-13
Dragon Age: Origins,4.73,2.74319829424307,1.4421961620469086,0.5446055437100213,"PC, PS3, PSN, X360",Role-Playing,Electronic Arts,BioWare Edmonton,2009-11-03
Watch Dogs 2,4.71,1.730413043478261,2.3242826086956523,0.655304347826087,"PC, PS4, XOne",Action,Ubisoft,Ubisoft,2016-11-15
The SpongeBob SquarePants Movie,4.7,3.21,1.23,0.2600000000000007,"GBA, GC, PC, PS2, XB",Platform,THQ,Heavy Iron Studios,2004-10-27
WWF War Zone,4.6899999999999995,3.5500000000000003,1.0,0.1399999999999988,"GB, N64, PS",Fighting,Acclaim Entertainment,Iguana Entertainment,1998-01-01
Just Dance 2015,4.68,2.54,1.67,0.46999999999999975,"PS3, PS4, Wii, WiiU, X360, XOne",Music,Ubisoft,Ubisoft Paris,2014-10-21
NBA 2K19,4.67,3.544196428571428,0.5629017857142857,0.5629017857142857,"NS, PC, PS4, XOne",Sports,2K Sports,Visual Concepts,2018-09-11
Dead Island,4.67,2.674541387024609,1.5044295302013422,0.4910290827740492,"PC, PS3, Series, X360",Action,Deep Silver,Techland,2011-09-06
Assassin's Creed Odyssey,4.63,2.150377777777778,1.862288888888889,0.6173333333333334,"PC, PS4, XOne",Action-Adventure,Ubisoft,Ubisoft Quebec,2018-10-05
Batman: Arkham Origins,4.62,2.42,1.56,0.64,"PC, PS3, WiiU, X360",Action-Adventure,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,2013-10-25
Skylanders: Trap Team,4.62,2.46,1.6400000000000001,0.5200000000000005,"3DS, PS3, PS4, Wii, WiiU, X360, XOne",Platform,Activision,Toys for Bob,2014-10-05
Forza Motorsport 4,4.6,2.0754880694143165,1.9757049891540126,0.5488069414316702,X360,Racing,Microsoft Studios,Turn 10 Studio,2011-10-11
Spider-Man,4.59,3.013129102844639,1.3960831509846827,0.18078774617067836,"2600, DC, GB, GEN, GG, MS, N64, PC, PS, SNES, Series",Action,Activision,Neversoft Entertainment,1982-01-01
Max Payne,4.58,3.023002207505519,1.2840176600441504,0.2729801324503312,"GBA, PC, PS2, Series, XB, XBL",Shooter,Rockstar Games,Remedy Entertainment,2001-07-23
Namco Museum: 50th Anniversary,4.57,2.52,1.48,0.5700000000000003,"GBA, GC, PC, PS2, XB",Misc,Namco,Digital Eclipse,2005-08-30
Madden NFL 18,4.53,3.36,0.49,0.6800000000000006,"PS4, XOne",Sports,EA Sports,EA Tiburon,2017-08-25
Call of Duty: Finest Hour,4.5,2.629213483146067,1.6179775280898876,0.25280898876404495,"GC, PS2, XB",Shooter,Activision,Spark Unlimited,2004-11-16
World Soccer Winning Eleven 9,4.5,0.18040089086859687,2.5957683741648103,1.7238307349665922,"PC, PS2, XB",Sports,Konami,Konami Computer Entertainment Tokyo,2006-02-07
Pro Evolution Soccer 2011,4.5,0.5485327313769752,2.316027088036117,1.6354401805869074,"PC, PS2, PS3, PSN, PSP, Wii, X360",Sports,Konami,Konami,2010-10-05
Ben 10: Protector of Earth,4.49,1.54,1.68,1.2700000000000005,"DS, PS2, PSN, PSP, Wii",Action,D3 Publisher,1st Playable Productions,2007-10-30
Rayman Legends,4.48,1.30713216957606,3.0834912718204497,0.0893765586034913,"NS, PC, PS3, PS4, PSV, WiiU, X360, XOne",Platform,Ubisoft,Ubisoft Montpellier,2013-09-03
Marvel: Ultimate Alliance,4.4799999999999995,4.01,0.08,0.3899999999999997,"GBA, PC, PS2, PS3, PSP, Wii, X360, XB",Role-Playing,Activision,Raven Software,2006-10-24
Lego Batman 3: Beyond Gotham,4.43,1.9,1.98,0.5499999999999998,"3DS, PC, PS3, PS4, PSV, WiiU, X360, XOne",Action,Warner Bros. Interactive Entertainment,Traveller's Tales,2014-11-11
Tomb Raider (2013),4.41,1.46,2.32,0.63,"PC, PS3, X360",Action,Square Enix,Crystal Dynamics,2013-03-05
Ratatouille,4.41,2.03,1.36,1.0200000000000005,"DS, GBA, GC, PC, PS2, PS3, PSP, Wii, X360, XB",Platform,THQ,Helixe,2007-06-26
Midnight Club 3: DUB Edition,4.4,2.26,1.32,0.8200000000000003,"PSN, PSP, XB",Racing,Rockstar Games,Rockstar Leeds,2005-04-11
FIFA Soccer 2004,4.4,0.9327188940092166,2.9096774193548387,0.5576036866359448,"GBA, GC, NGage, PC, PS, PS2, XB",Sports,EA Sports,EA Canada,2003-11-04
The Sims 2,4.39,2.72,1.1,0.5699999999999994,"DS, GBA, GC, PC, PS2, PSN, PSP, XB",Simulation,Electronic Arts,Maxis,2004-09-14
Guitar Hero: Aerosmith,4.29,3.7070000000000003,0.4620000000000001,0.121,"PC, PS2, PS3, Wii, X360",Misc,Activision,Vicarious Visions,2008-06-29
Battlefield: Hardline,4.29,1.7925352112676058,1.762323943661972,0.7351408450704225,"PC, PS3, PS4, X360, XOne",Shooter,Electronic Arts,EA DICE,2015-03-17
Destiny: The Taken King,4.28,2.468029197080292,1.280875912408759,0.5310948905109489,"PS3, PS4, X360, XOne",Shooter,Activision,Bungie,2015-09-15
Hitman 2: Silent Assassin,4.28,2.2462411347517732,1.5784397163120565,0.45531914893617015,"GC, PC, PS2, XB",Action,Eidos Interactive,IO Interactive,2002-09-30
BioShock,4.27,2.3943925233644854,1.326892523364486,0.548714953271028,"OSX, PC, PS3, Series, X360, XBL",Shooter,2K Games,2K Australia / 2K Boston,2007-08-21
ESPN NFL 2K5,4.25,3.69,0.13999999999999999,0.41999999999999993,"PS2, XB",Sports,Sega,Visual Concepts,2004-07-20
SimCity 2000,4.24,2.0468965517241378,1.3889655172413793,0.8041379310344827,"GBA, N64, PC, PS, PSN, SAT, SNES",Simulation,Maxis,Maxis,1993-01-01
Disney Infinity 2.0: Marvel Super Heroes,4.23,2.32,1.36,0.5500000000000007,"PC, PS3, PS4, PSV, WiiU, X360, XOne",Action-Adventure,Disney Interactive Studios,Avalanche Software,2014-09-23
LEGO Dimensions,4.23,2.07,1.6199999999999999,0.5400000000000009,"PS3, PS4, WiiU, X360, XOne",Action,Warner Bros. Interactive Entertainment,Traveller's Tales,2015-09-27
Need for Speed: The Run,4.21,1.5290556900726393,2.0897094430992733,0.5912348668280871,"3DS, PC, PS3, Wii, X360",Racing,Electronic Arts,EA Black Box,2011-11-15
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,4.21,2.69,1.2200000000000002,0.2999999999999998,"PS2, XB",Action,Rockstar Games,Rockstar North,2003-10-21
Frogger,4.16,3.79,0.27,0.09999999999999964,"2600, 5200, CV, GB, GEN, Int, PC, PS, SNES, Series, XBL",Action,Hasbro Interactive,Millenium Interactive,1981-10-23
FIFA Soccer 2003,4.16,0.7655205811138015,2.7296852300242134,0.6647941888619855,"GBA, GC, PC, PS, PS2, XB",Sports,EA Sports,EA Canada,2002-11-02
Tomb Raider III: Adventures of Lara Croft,4.16,2.25,1.61,0.3,"PC, PS",Adventure,Eidos Interactive,Core Design Ltd.,1998-11-21
Sonic Generations,4.15,1.787226277372263,1.8680048661800488,0.49476885644768853,"3DS, PC, PS3, X360",Platform,Sega,Sonic Team,2011-11-01
The Beatles: Rock Band,4.140000000000001,2.81,0.91,0.4200000000000004,"PS2, PS3, Wii, X360",Misc,MTV Games,Harmonix Music Systems,2009-09-09
Tony Hawk's Underground 2,4.11,2.490295566502463,1.3463793103448276,0.27332512315270935,"GBA, GC, PC, PS2, XB",Sports,Activision,Neversoft Entertainment,2004-10-04
LEGO The Lord of the Rings,4.1,1.79,1.85,0.4599999999999995,"3DS, DS, OSX, PC, PS3, PSV, Wii, X360",Misc,Warner Bros. Interactive Entertainment,Unknown,2012-10-30
Namco Museum Vol.3,4.05,2.28,1.55,0.22,PS,Misc,Namco,Namco,1997-01-31
Tekken Tag Tournament,4.05,1.68,1.51,0.86,PS2,Fighting,Namco,Namco,2000-10-25
Forza Motorsport 2,4.05,2.3442118226600983,1.2668719211822659,0.43891625615763535,X360,Racing,Microsoft Game Studios,Turn 10 Studios,2007-05-29
Ratchet & Clank: Size Matters,4.04,1.5262222222222221,1.4962962962962965,1.0174814814814817,"PS2, PSN, PSP",Platform,Sony Computer Entertainment,High Impact Games,2007-02-13
Mortal Kombat vs DC Universe,4.04,3.1,0.52,0.41999999999999993,"PS3, PSN, X360, XBL",Fighting,Midway Games,Midway Amusement Games,2008-11-16
Metal Gear Solid V: The Phantom Pain,4.03,1.5638805970149257,1.4536069651741295,1.0125124378109454,"PC, PS3, PS4, X360, XOne",Action,Konami Digital Entertainment,Kojima Productions,2015-09-01
Rugrats in Paris: The Movie,4.02,2.36,1.4200000000000002,0.23999999999999932,"GB, N64, PC, PS",Action,THQ,Avalanche Software,2000-01-01
Tetris Worlds,4.01,2.5300000000000002,1.14,0.33999999999999986,"GBA, GC, PC, PS2, XB",Puzzle,THQ,Blue Planet Software,2001-09-05
Burnout 3: Takedown,3.99,2.07,1.54,0.38000000000000034,"PS2, XB, XBL",Racing,Electronic Arts,Criterion Games,2004-09-07
Dead Space,3.9899999999999998,1.94,1.59,0.4599999999999995,"PC, PS3, PSN, Series, X360, XBL",Shooter,Electronic Arts,EA Redwood Shores,2008-10-13
Mafia III,3.9800000000000004,1.289151670951157,2.1997429305912597,0.49110539845758355,"PC, PS4, XOne",Action-Adventure,2K Games,Hangar 13,2016-10-07
Far Cry: Primal,3.98,1.244392764857881,2.2419638242894058,0.4936434108527131,"PC, PS4, XOne",Action-Adventure,Ubisoft,Ubisoft Montreal,2016-02-23
Star Wars: The Force Unleashed II,3.98,2.48,1.09,0.4099999999999997,"DS, PC, PS3, Wii, X360, XBL",Action,LucasArts,LucasArts,2010-10-26
Tom Clancy's Ghost Recon,3.9699999999999998,2.86,0.9,0.20999999999999996,"GC, PC, PS2, Series, Wii, XB",Shooter,Ubisoft,Red Storm Entertainment,2001-11-13
Tom Clancy's Rainbow Six: Vegas,3.95,2.042036553524804,1.4232375979112273,0.48472584856396866,"PS3, PSN, PSP, X360",Shooter,Ubisoft,Ubisoft Montreal,2006-11-20
The Sims 2: Pets,3.9499999999999997,1.76,1.4300000000000002,0.7599999999999993,"DS, GBA, GC, PC, PS2, PSN, PSP, Wii",Simulation,Electronic Arts,Maxis,2006-10-17
World Soccer Winning Eleven 8 International,3.94,0.23,1.91,1.8000000000000003,"PC, PS2, XB",Sports,Konami,Konami Computer Entertainment Tokyo,2005-02-01
NBA Live 2005,3.94,3.19,0.35,0.3999999999999999,"GC, PC, PS2, XB",Sports,EA Sports,EA Canada,2004-09-28
Dying Light,3.92,2.19,1.05,0.68,"PC, PS3, PS4, Series, X360, XOne",Action,Warner Bros. Interactive,Techland,2015-01-27
Rocket League,3.92,1.13,2.33,0.45999999999999996,"NS, PC, PS4, Series, XOne",Sports,505 Games,Psyonix Studios,2015-07-07
Harry Potter and the Sorcerer's Stone,3.91,2.0913953488372092,1.4851937984496124,0.33341085271317833,"GB, GBA, GC, PC, PS, PS2, XB",Action,Electronic Arts,Griptonite Games,2001-11-15
The Evil Within,3.91,1.473769230769231,1.684307692307692,0.7519230769230769,"PC, PS3, PS4, X360, XOne",Action,Bethesda Softworks,Tango Gameworks,2014-10-14
Sports Champions,3.88,2.15,1.13,0.6,PS3,Sports,Sony Computer Entertainment,SCE San Diego Studio,2010-09-17
Mortal Kombat: Deadly Alliance,3.87,2.9,0.75,0.2200000000000002,"GBA, GC, PS2, XB",Fighting,Midway Games,Midway,2002-11-16
Battlefield V,3.87,1.9245967741935484,1.425241935483871,0.5201612903225806,"PC, PS4, XOne",Shooter,Electronic Arts,EA DICE,2018-11-20
Diablo III: Ultimate Evil Edition,3.86,1.4846153846153844,1.8429708222811672,0.5324137931034483,"PS3, PS4, X360, XOne",Role-Playing,Blizzard Entertainment,Blizzard Entertainment,2014-08-19
007: Quantum of Solace,3.86,1.8347532467532468,1.3234285714285716,0.7018181818181818,"DS, PC, PS2, PS3, Wii, X360",Shooter,Activision,Treyarch,2008-11-04
Sonic's Ultimate Genesis Collection,3.84,2.29,1.08,0.46999999999999975,"PS3, X360",Misc,Sega,Backbone Entertainment,2009-02-10
Rocksmith 2014,3.84,2.5279999999999996,0.9706666666666666,0.3413333333333333,"OSX, PC, PS3, PS4, X360, XOne",Music,Ubisoft,Ubisoft San Francisco,2013-10-22
Namco Museum Vol.1,3.84,2.12,1.44,0.28,PS,Misc,Namco,Namco,1996-07-31
UFC 2009 Undisputed,3.83,2.55,0.8400000000000001,0.44,"PS3, X360, XBL",Fighting,THQ,Yuke's Osaka,2009-05-19
Madden NFL 2001,3.81,3.4057559681697613,0.15159151193633955,0.2526525198938992,"GB, N64, PC, PS, PS2",Sports,EA Sports,EA Sports,2000-08-22
Minecraft: Story Mode,3.8,1.8,1.54,0.45999999999999996,"PC, PS3, PS4, PSV, WiiU, X360, XOne",Adventure,Mojang,Telltale Games,2015-10-27
